"1","Harris/Walz","Harris/Walz","Harris/Walz","Harris/Walz","Harris/Walz","Harris/Walz","Harris/Walz","Harris/Walz","Harris/Walz","Harris/Walz","Harris/Walz","Harris/Walz","Harris/Walz","Harris/Walz","Kennedy/Shanahan","Kennedy/Shanahan","Kennedy/Shanahan","Kennedy/Shanahan","Kennedy/Shanahan","Kennedy/Shanahan","Kennedy/Shanahan","Kennedy/Shanahan","Kennedy/Shanahan","Kennedy/Shanahan","Kennedy/Shanahan","Kennedy/Shanahan","Kennedy/Shanahan","Kennedy/Shanahan","Oliver/Maat","Oliver/Maat","Oliver/Maat","Oliver/Maat","Oliver/Maat","Oliver/Maat","Oliver/Maat","Oliver/Maat","Oliver/Maat","Oliver/Maat","Oliver/Maat","Oliver/Maat","Oliver/Maat","Oliver/Maat","Trump/Vance","Trump/Vance","Trump/Vance","Trump/Vance","Trump/Vance","Trump/Vance","Trump/Vance","Trump/Vance","Trump/Vance","Trump/Vance","Trump/Vance","Trump/Vance","Trump/Vance","Trump/Vance","Blank","Exhausted","Overvote"
"40-034 Point Lay","2","1","1","0","1","1","0","0","1","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","1","0","10","0","1","1","0","0","0","3","0","0","0","1","0","0","0","0","0"
"40-036 Selawik","9","1","2","0","3","0","0","0","1","0","1","1","1","0","2","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","37","1","6","2","0","0","2","3","0","0","0","2","0","1","0","0","1"
"40-038 Shungnak","12","0","7","1","0","0","2","0","1","1","2","3","1","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","13","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","3"
"40-040 Wainwright","18","1","5","0","0","0","1","0","1","1","0","4","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","63","0","3","1","0","3","5","9","0","1","0","8","0","0","0","0","1"
"District 1 - Absentee","1013","52","55","2","11","69","93","3","10","2","9","9","1","0","13","5","5","0","1","1","1","0","5","0","9","0","4","0","9","3","3","1","0","1","0","0","2","0","5","0","2","0","1322","11","6","1","0","134","12","71","0","14","2","37","0","2","15","9","8"
"District 1 - Early Voting","8","1","2","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","1","3","0","0","0","0","0"
"District 1  - Question","101","13","23","0","1","8","13","0","0","0","8","2","1","0","3","2","3","0","0","0","2","0","0","0","2","2","2","0","2","2","1","0","0","0","0","0","1","0","0","0","0","0","217","4","0","2","0","28","9","23","1","1","0","15","0","1","2","2","1"
"District 10 - Absentee","905","34","36","0","8","53","102","2","4","0","11","4","4","0","7","4","3","0","1","2","3","0","4","0","3","0","1","0","8","1","1","0","1","0","3","0","1","0","1","0","1","0","572","11","3","1","0","80","0","38","0","4","2","15","0","0","22","13","3"
"District 10 - Early Voting","538","20","30","1","4","37","67","1","2","0","7","3","4","0","3","1","2","0","1","1","2","0","1","0","2","0","2","0","1","2","1","0","1","0","1","0","0","0","0","0","2","0","650","6","5","2","0","79","1","44","0","10","2","9","1","0","4","5","2"
"District 10  - Question","65","5","7","1","1","7","9","0","1","1","2","1","2","0","1","0","1","0","1","0","0","0","2","0","0","0","5","0","2","1","0","0","1","0","1","0","1","0","0","0","0","0","96","1","0","2","0","18","1","13","0","1","0","4","0","0","2","0","2"
"District 11 - Absentee","1228","51","56","1","4","74","95","1","9","1","8","2","2","0","16","0","4","0","1","0","0","0","2","0","4","0","3","0","6","4","4","0","4","1","0","0","2","0","3","1","3","0","723","8","5","2","0","99","5","61","0","4","1","19","0","1","31","8","2"
"District 11 - Early Voting","623","24","40","0","5","43","71","0","6","0","8","3","3","1","2","1","1","0","0","0","0","0","2","0","2","1","1","0","4","1","0","0","1","0","2","0","2","0","5","0","2","0","731","6","6","2","0","82","6","46","1","11","2","23","0","2","9","1","2"
"District 11  - Question","61","2","2","0","3","6","13","0","0","0","3","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","2","0","0","0","0","0","0","0","92","5","2","2","0","14","3","14","1","3","1","4","1","0","0","0","1"
"District 12 - Absentee","973","33","44","0","5","74","98","0","8","0","8","10","1","0","8","1","0","0","2","0","2","0","5","0","3","2","2","0","4","3","1","0","0","0","2","0","1","0","0","1","1","0","513","3","7","5","0","64","5","51","1","10","1","17","0","0","9","1","4"
"District 12 - Early Voting","605","31","46","0","7","37","71","0","6","0","4","5","2","0","4","1","0","0","0","1","0","0","0","0","5","0","2","0","1","2","1","0","0","0","0","0","1","0","1","0","0","0","613","7","10","0","0","66","5","49","0","4","0","8","0","0","2","2","1"
"District 12  - Question","50","12","10","0","1","2","12","1","1","1","3","1","1","1","1","0","1","0","0","1","0","0","1","0","1","1","1","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","72","4","10","2","0","9","7","15","1","4","2","4","0","0","3","0","2"
"District 13 - Absentee","802","37","43","0","7","54","86","0","4","1","8","8","4","1","5","5","2","0","3","3","2","0","2","0","2","2","1","0","5","2","1","0","1","1","2","0","1","0","2","0","0","0","435","3","6","0","0","48","3","39","1","4","0","9","0","0","9","6","0"
"District 13 - Early Voting","458","20","53","0","5","39","50","0","5","2","6","3","2","0","2","4","0","0","1","2","0","0","3","0","3","3","1","0","2","3","1","0","0","1","0","0","0","1","1","0","2","0","542","5","8","1","0","61","8","58","0","8","2","10","0","0","7","7","2"
"District 13  - Question","79","13","13","0","1","1","14","0","0","0","7","2","1","0","0","0","0","0","0","0","2","0","0","0","2","2","1","0","2","0","0","0","1","0","1","0","0","0","0","2","0","0","129","5","6","0","0","17","2","20","0","4","0","9","1","0","2","2","5"
"District 14 - Absentee","1024","35","61","0","6","56","108","0","5","2","4","9","3","0","11","1","1","0","0","0","2","0","2","1","7","3","5","0","6","1","1","0","2","2","3","0","1","0","1","0","2","0","347","2","9","2","0","46","6","38","0","4","0","18","1","1","10","6","6"
"District 14 - Early Voting","765","34","44","0","6","53","64","0","5","1","9","2","1","0","4","0","0","0","0","0","2","0","2","0","2","0","0","0","4","3","0","0","1","0","1","0","0","0","1","3","1","0","458","6","6","1","0","63","4","41","0","10","3","19","1","0","6","4","5"
"District 14  - Question","97","12","32","0","3","6","26","0","6","0","3","8","3","0","2","0","0","0","1","0","1","0","1","0","1","0","1","0","1","1","1","0","1","0","0","0","1","0","0","1","1","0","132","4","8","1","0","25","4","23","0","0","3","8","0","2","3","3","8"
"District 15 - Absentee","987","42","56","0","7","41","94","0","3","1","9","3","5","0","10","3","1","1","2","0","1","0","1","0","9","3","2","0","7","7","2","0","1","1","4","0","1","0","3","2","1","0","625","6","8","1","0","88","8","46","0","13","1","13","0","0","17","8","1"
"District 15 - Early Voting","606","35","47","0","5","45","60","0","3","1","4","4","2","0","8","3","0","0","1","3","0","0","1","0","4","2","0","0","4","0","0","0","1","0","1","0","0","0","0","0","1","0","725","4","3","3","0","77","8","50","0","8","1","15","0","0","5","2","1"
"District 15  - Question","62","6","5","0","3","4","13","0","1","1","4","4","1","0","1","0","1","0","2","0","0","0","0","0","0","0","1","0","2","1","0","0","0","2","1","0","0","0","0","0","0","0","96","4","7","1","0","23","2","20","0","0","0","8","0","0","3","1","3"
"District 16 - Absentee","1202","41","52","0","7","59","117","2","5","1","13","6","2","0","12","3","4","0","2","3","0","0","4","0","5","2","2","0","9","4","3","0","2","0","1","0","2","0","1","3","0","0","512","9","6","4","0","61","8","32","0","7","4","21","0","1","12","11","1"
"District 16 - Early Voting","816","41","50","0","3","44","95","3","5","4","8","2","1","0","3","2","2","0","0","0","1","0","3","0","3","1","2","0","1","3","2","0","0","0","2","0","2","0","3","0","0","0","551","9","7","1","0","58","7","43","0","19","1","20","0","1","10","4","4"
"District 16  - Question","70","5","11","0","2","7","13","0","2","1","1","3","1","0","2","0","0","0","1","0","0","0","3","0","3","3","1","0","1","0","0","0","0","0","1","0","1","0","0","0","0","0","106","1","6","3","0","18","4","11","0","2","4","9","0","0","1","2","3"
"District 17 - Absentee","1299","43","57","1","9","70","103","0","10","0","9","7","1","0","9","3","1","0","2","0","3","0","3","0","3","1","2","0","6","5","2","0","1","2","3","0","2","0","4","0","0","0","441","14","4","1","0","53","2","42","0","6","2","12","1","2","12","10","6"
"District 17 - Early Voting","1098","36","73","1","11","60","121","2","1","3","8","9","1","0","8","3","4","0","2","1","0","0","2","0","4","2","3","0","3","2","2","0","0","1","2","0","1","0","0","1","0","0","464","5","3","0","0","51","5","61","0","11","2","20","0","1","4","3","10"
"District 17  - Question","122","7","20","0","3","10","27","0","0","1","3","4","4","0","3","2","0","0","2","2","0","0","0","0","0","0","0","0","2","0","2","0","0","0","1","0","1","0","1","0","0","0","98","0","5","3","0","24","1","14","1","3","1","9","1","4","4","3","11"
"District 18 - Absentee","553","16","30","0","6","38","69","2","4","1","9","5","1","0","11","1","1","0","0","1","1","0","1","0","2","3","4","0","4","1","2","0","2","1","1","0","0","0","2","0","1","0","573","10","4","2","0","82","6","79","1","11","4","16","0","0","5","3","2"
"District 18 - Early Voting","197","10","9","0","1","12","26","0","0","1","3","1","1","0","2","0","0","0","1","0","0","0","0","0","5","0","1","0","2","0","0","0","0","0","0","0","0","0","1","0","0","0","173","0","1","1","0","20","1","26","0","5","0","5","0","0","0","2","1"
"District 18  - Question","136","15","18","0","3","9","15","0","1","0","11","7","3","0","2","1","0","0","0","0","0","0","1","1","4","4","1","0","3","0","1","0","2","0","1","0","0","0","1","1","2","0","361","9","11","5","0","77","8","84","0","8","3","18","0","0","3","2","3"
"District 19 - Absentee","586","36","40","0","7","39","55","0","7","1","10","5","2","0","4","0","3","0","0","2","2","0","0","0","1","0","1","0","2","5","1","0","1","0","3","0","0","0","1","1","0","0","204","10","6","0","0","30","5","37","1","6","1","7","0","2","3","7","10"
"District 19 - Early Voting","391","17","26","0","4","21","50","1","3","2","2","3","4","0","1","0","2","0","1","0","1","0","0","1","1","1","0","0","2","0","1","0","1","3","0","0","1","0","0","0","0","0","204","4","1","1","0","27","4","21","0","6","2","9","0","1","2","7","1"
"District 19  - Question","129","8","17","0","2","6","8","0","1","0","2","4","4","0","3","1","1","0","2","1","1","0","0","0","2","2","1","0","0","0","1","0","0","0","0","0","0","1","0","0","1","0","117","5","1","4","1","19","4","16","2","3","2","11","1","3","3","4","7"
"District 2 - Absentee","1962","80","94","0","12","97","189","1","14","2","7","11","11","0","22","9","4","0","4","2","5","0","6","0","13","5","11","0","6","7","1","0","0","4","5","0","2","0","0","0","0","0","1594","10","8","5","0","195","18","143","0","22","1","31","0","1","25","16","18"
"District 2 - Early Voting","27","2","5","0","0","1","2","0","1","0","1","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","2","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","24","0","1","0","0","1","0","1","0","2","0","1","0","0","0","0","1"
"District 2  - Question","64","1","15","1","0","5","10","0","1","0","3","2","1","0","2","3","0","1","1","0","1","0","0","0","0","2","0","0","1","0","1","0","0","0","0","0","1","0","1","0","0","0","95","4","4","4","0","21","1","16","0","0","1","2","0","0","2","0","5"
"District 20 - Absentee","897","30","63","1","16","63","72","0","2","1","10","8","0","0","7","3","1","0","0","1","1","1","0","0","3","1","1","0","2","1","2","0","0","0","4","0","2","0","0","2","0","0","447","6","3","5","0","52","6","51","0","8","2","14","0","0","6","8","3"
"District 20 - Early Voting","485","31","43","1","8","45","70","1","5","2","1","5","1","0","3","3","1","0","1","0","1","0","1","0","1","1","0","0","2","2","1","0","0","2","1","0","0","0","2","0","1","0","423","6","6","2","0","53","5","43","2","19","0","12","0","0","3","1","4"
"District 20  - Question","97","13","21","0","2","8","12","0","2","1","9","1","1","0","3","0","0","0","0","1","1","0","0","0","1","0","0","0","3","0","0","0","0","0","1","0","2","0","0","0","1","0","102","7","7","3","0","18","1","35","1","3","0","6","0","2","2","1","5"
"District 21 - Absentee","1249","47","54","0","4","86","128","1","1","3","8","6","4","0","9","5","1","0","2","1","0","0","1","0","7","2","1","0","3","6","2","0","3","0","5","0","1","0","0","1","2","0","617","4","8","3","0","76","11","55","0","8","4","19","0","1","7","16","3"
"District 21 - Early Voting","597","30","41","0","3","40","76","0","8","3","5","3","1","1","0","4","0","0","0","0","1","0","1","0","3","1","0","0","1","1","0","0","1","1","1","0","1","0","0","1","1","0","553","3","5","0","0","63","5","45","0","14","0","11","0","0","4","7","5"
"District 21  - Question","108","9","14","0","6","8","17","1","0","0","5","4","3","0","3","1","0","0","1","0","2","0","1","0","1","0","0","0","0","2","1","0","0","1","1","0","1","0","0","0","1","0","118","6","6","2","1","15","1","34","1","3","1","9","0","1","4","1","8"
"District 22 - Absentee","503","25","44","0","5","31","75","0","10","1","8","4","5","0","3","5","1","0","1","1","2","0","0","0","3","0","2","0","3","2","0","0","0","2","2","0","2","0","1","1","2","0","341","5","5","1","0","38","1","38","0","10","1","22","0","1","7","5","6"
"District 22 - Early Voting","323","17","31","1","5","20","48","0","1","0","1","4","2","0","1","0","0","0","0","0","0","0","1","0","2","1","1","0","1","1","0","0","0","0","1","0","1","0","1","0","0","0","359","2","9","1","0","29","5","31","1","1","1","8","0","2","3","4","3"
"District 22  - Question","60","9","8","0","3","7","15","0","3","0","2","7","1","0","1","0","2","0","1","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","99","6","9","6","0","19","3","18","0","4","0","17","0","1","3","2","4"
"District 23 - Absentee","1030","42","52","0","6","72","110","0","7","1","17","12","7","0","8","2","3","0","0","0","2","0","3","0","6","3","10","0","18","3","2","0","2","3","4","0","3","0","2","2","3","0","979","8","6","2","0","108","12","91","0","30","1","42","0","2","15","6","1"
"District 23 - Early Voting","916","45","49","0","7","78","101","0","3","2","14","3","8","0","12","5","4","0","5","3","1","0","1","0","10","3","3","0","7","5","2","0","0","1","0","0","3","0","8","1","3","0","1749","18","16","0","0","196","7","132","0","28","1","44","1","1","12","8","1"
"District 23  - Question","55","9","9","0","0","3","15","0","1","0","1","1","0","0","1","0","2","0","0","1","1","0","0","0","1","2","1","0","1","4","0","0","0","1","1","0","1","0","0","1","2","0","122","2","11","0","0","29","3","26","0","2","1","11","0","0","0","2","1"
"District 24 - Absentee","664","27","62","1","2","50","61","0","5","0","8","2","3","0","9","4","4","0","4","0","2","0","1","0","10","1","4","0","11","3","2","0","1","1","5","0","0","0","5","2","0","0","838","8","9","0","0","90","6","75","1","16","2","31","0","1","14","4","1"
"District 24 - Early Voting","735","35","66","1","4","46","73","2","7","0","11","6","1","0","3","3","1","0","1","1","0","0","5","0","7","3","3","0","8","8","1","0","0","1","4","0","5","0","2","2","0","0","1794","7","4","1","0","162","12","90","2","46","1","74","0","1","12","5","4"
"District 24  - Question","57","4","8","0","2","6","9","0","0","0","1","0","1","0","6","0","0","0","1","0","0","0","1","0","2","0","2","0","1","0","0","0","0","1","0","0","3","0","0","4","0","0","142","1","1","2","0","26","5","21","0","8","2","13","0","0","4","1","0"
"District 25 - Absentee","511","14","34","0","5","33","58","0","1","1","3","3","1","0","9","2","0","0","1","1","0","0","1","1","8","1","1","0","3","2","2","0","0","1","0","0","1","0","4","1","2","0","688","1","9","1","0","81","5","51","0","6","2","20","0","1","13","9","5"
"District 25 - Early Voting","811","34","79","0","13","75","95","0","5","0","11","5","4","0","18","2","3","0","3","2","1","0","3","0","8","2","5","0","2","3","0","0","1","2","4","0","4","0","2","0","2","0","1826","8","3","4","0","164","11","104","2","30","2","55","0","1","9","6","2"
"District 25  - Question","50","5","15","0","1","2","13","0","1","0","2","1","2","0","4","1","0","0","1","0","0","0","0","0","3","1","4","0","1","1","0","0","0","0","0","0","0","0","2","0","0","0","218","5","3","2","0","34","1","36","1","9","1","11","0","2","2","0","2"
"District 26 - Absentee","349","15","16","0","1","24","43","0","2","0","3","2","1","0","5","2","1","0","0","2","0","0","0","0","0","1","3","0","0","1","2","0","0","0","0","0","1","0","1","1","0","0","694","0","1","0","0","94","3","72","0","13","1","17","0","3","5","4","4"
"District 26 - Early Voting","360","17","35","0","3","34","62","0","4","1","2","2","5","0","7","1","2","0","2","1","1","0","4","0","5","0","4","0","3","2","0","0","0","2","0","0","0","0","0","1","0","0","1731","3","2","5","0","194","9","125","0","17","2","37","0","0","7","3","3"
"District 26  - Question","45","3","11","0","0","6","7","0","1","0","2","1","0","0","2","1","1","0","0","0","1","0","1","0","1","0","2","0","1","0","1","0","0","0","1","0","1","0","0","1","1","0","238","0","3","2","0","28","1","37","0","7","1","11","0","1","2","3","1"
"District 27 - Absentee","290","15","14","1","1","25","50","0","2","1","2","3","0","0","9","0","0","1","1","1","0","0","0","0","4","1","1","0","4","0","4","0","1","1","0","0","0","0","0","0","3","0","680","4","3","1","0","77","5","63","0","16","1","18","0","0","6","2","0"
"District 27 - Early Voting","413","9","21","0","5","29","67","2","7","2","5","1","4","0","5","3","0","1","3","1","1","0","2","0","7","1","3","0","5","0","2","0","0","0","1","0","3","0","2","1","3","0","1682","7","5","4","0","199","15","117","0","27","7","50","3","0","5","6","4"
"District 27  - Question","34","3","11","0","4","5","10","0","0","0","3","2","1","0","2","1","0","0","0","1","0","0","0","0","2","1","3","0","0","0","0","0","0","0","1","0","2","0","1","0","3","0","266","2","2","1","0","48","6","48","1","5","5","16","2","1","2","0","2"
"District 28 - Absentee","360","13","27","1","2","31","38","1","2","2","2","3","0","0","3","0","0","0","1","0","1","0","2","0","1","2","4","0","4","3","0","0","1","1","1","0","2","0","3","0","1","0","683","2","1","2","0","81","7","71","0","15","2","8","1","1","4","3","0"
"District 28 - Early Voting","498","23","45","0","4","42","72","0","6","0","7","4","1","0","10","0","0","0","2","2","2","0","3","0","9","1","2","0","9","4","0","0","0","2","1","0","1","0","2","1","2","0","1833","8","7","1","0","193","13","130","1","33","1","50","0","1","12","6","1"
"District 28  - Question","41","5","15","0","1","3","4","0","0","0","2","2","0","0","2","1","1","0","2","1","1","0","1","0","2","2","1","0","2","0","0","0","1","0","1","0","0","0","2","1","0","0","236","3","7","1","0","36","2","34","1","7","1","10","0","0","2","2","1"
"District 29 - Absentee","571","31","44","0","6","43","53","0","2","1","7","5","2","0","6","1","3","0","0","3","1","0","3","0","10","2","3","0","6","4","5","0","0","0","1","0","2","0","6","0","4","0","925","8","6","0","0","122","2","65","0","23","1","21","1","1","14","9","4"
"District 29 - Early Voting","467","25","31","0","5","36","47","0","5","0","5","6","0","0","9","2","0","0","1","2","1","0","3","0","6","0","3","0","8","3","0","0","0","0","1","0","4","0","3","1","2","0","1735","5","2","2","0","168","8","122","1","21","2","44","0","2","10","9","5"
"District 29  - Question","45","9","14","0","2","5","3","0","0","0","4","2","1","0","1","0","2","0","0","0","0","0","1","0","2","0","1","0","0","0","0","0","0","1","1","0","0","0","1","0","0","0","192","2","1","0","0","34","5","35","0","4","1","9","0","2","5","0","1"
"District 3 - Absentee","1411","51","62","0","7","83","116","0","4","1","10","1","4","0","8","4","3","0","1","2","1","0","1","0","6","4","5","0","7","8","2","0","0","1","3","0","3","0","4","0","1","0","659","8","7","0","0","76","10","44","0","9","2","31","1","0","8","14","2"
"District 3 - Early Voting","1688","77","63","0","7","85","104","0","10","2","14","9","3","0","13","3","2","0","1","3","2","0","0","0","6","4","5","0","5","6","1","0","1","2","1","0","0","0","6","1","1","0","1098","17","9","1","0","141","11","72","0","25","1","30","1","2","14","12","1"
"District 3  - Question","83","16","7","0","3","7","16","0","1","0","2","4","0","0","4","0","3","0","0","0","0","0","0","0","1","1","1","0","3","1","2","0","1","2","0","0","1","0","1","0","1","0","93","4","1","3","0","14","6","8","0","4","0","7","0","0","1","3","3"
"District 31 - Absentee","410","22","41","0","2","28","54","1","4","0","12","4","1","0","7","2","1","0","0","2","1","0","4","0","3","1","0","0","5","1","0","0","1","0","0","0","1","0","1","1","1","0","403","3","5","3","0","52","5","44","0","7","1","13","0","0","14","3","4"
"District 31 - Early Voting","685","34","75","1","13","44","94","1","6","3","12","9","2","0","11","1","1","0","0","2","0","0","2","0","2","2","2","0","5","4","0","0","0","0","2","0","2","0","1","0","1","0","671","13","20","3","0","80","7","88","0","10","1","23","1","1","10","8","14"
"District 31  - Question","70","10","15","0","0","9","12","0","1","0","5","7","1","0","1","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","114","6","8","1","0","19","5","23","0","4","2","5","0","0","2","1","3"
"District 32 - Absentee","307","13","19","0","5","18","46","0","3","1","6","1","0","0","2","0","0","0","0","0","1","0","0","0","2","1","0","0","1","4","0","0","3","1","2","0","1","0","1","2","2","0","400","5","2","0","0","42","4","62","1","15","1","29","0","0","5","4","3"
"District 32 - Early Voting","269","15","39","1","2","20","46","0","3","1","2","3","2","1","1","1","1","0","0","0","1","0","1","0","2","1","2","0","2","3","0","0","0","1","0","0","1","0","1","0","1","0","478","6","7","4","0","60","8","59","0","12","0","28","0","2","4","1","2"
"District 32  - Question","76","12","30","1","6","10","10","0","2","0","4","5","1","0","1","1","3","0","0","0","1","0","1","0","1","1","3","0","3","0","1","0","3","0","1","0","1","0","2","1","1","0","352","11","14","3","0","75","12","115","1","10","5","57","0","0","4","0","1"
"District 33 - Absentee","356","18","20","1","3","33","40","0","0","0","2","2","1","0","3","2","0","0","1","3","1","0","1","0","5","0","3","0","8","0","2","0","1","0","1","0","1","0","3","0","1","0","546","8","5","1","0","72","6","57","1","12","2","30","0","0","5","9","1"
"District 33 - Early Voting","289","17","41","0","6","26","50","0","1","0","2","2","2","0","7","1","2","0","2","1","1","0","1","0","6","0","6","0","1","0","0","0","0","0","0","0","1","0","3","1","2","0","920","5","5","0","0","114","10","101","2","18","2","33","0","2","4","4","2"
"District 33  - Question","29","3","11","0","2","3","8","0","2","0","2","2","0","0","2","0","0","0","0","0","1","0","1","0","0","0","2","0","1","0","0","0","0","0","2","0","0","1","0","0","0","0","155","1","4","1","0","17","3","35","0","2","0","8","0","0","0","4","3"
"District 34 - Absentee","585","21","24","0","1","46","65","1","4","0","6","2","3","0","5","2","1","0","1","0","4","0","5","1","3","3","1","0","4","5","2","0","1","3","2","0","1","0","4","2","0","0","564","5","6","2","0","56","3","62","0","9","1","28","0","0","16","5","3"
"District 34 - Early Voting","834","38","45","1","5","68","94","1","6","0","13","8","5","0","9","4","1","0","0","0","3","1","2","0","9","0","3","0","3","3","2","0","0","1","1","0","0","0","4","1","2","0","1023","3","5","3","0","133","5","122","1","26","4","35","1","0","7","4","6"
"District 34  - Question","96","11","17","0","5","12","17","0","1","1","8","4","3","0","5","0","1","0","1","0","0","0","1","0","4","1","3","0","0","0","1","0","0","0","0","0","1","0","2","0","0","0","295","1","7","2","0","67","10","72","0","11","0","15","0","1","4","3","0"
"District 35 - Absentee","655","27","35","0","2","32","72","0","3","0","6","4","2","0","7","3","0","0","1","0","3","0","0","0","0","0","4","0","6","2","2","0","0","0","4","0","2","0","1","0","3","0","401","5","1","1","0","51","4","38","0","6","1","21","0","1","5","6","4"
"District 35 - Early Voting","1118","49","67","2","8","113","131","1","5","0","14","5","6","0","6","1","3","0","1","1","3","0","2","1","9","3","2","0","5","5","2","0","1","1","0","0","1","0","4","1","1","0","792","10","6","4","0","115","6","69","0","23","4","38","2","1","8","16","4"
"District 35  - Question","73","5","11","0","1","5","16","0","3","0","0","1","3","0","5","0","1","0","0","1","0","0","1","0","0","0","0","0","2","1","0","0","0","1","0","0","2","0","0","1","0","0","116","4","2","1","0","28","3","26","1","2","0","8","0","0","1","1","0"
"District 38 - Absentee","232","12","31","0","5","17","31","0","1","0","1","3","1","0","4","0","1","0","4","1","1","0","0","0","1","3","3","0","3","1","1","0","0","0","0","0","0","0","0","0","1","0","107","3","8","2","0","15","5","18","0","7","0","5","0","0","4","1","3"
"District 38 - Early Voting","6","2","3","0","0","2","2","0","0","0","2","2","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","1","2","0","0","1","0","2","0","0","0","0","0","0","0","0","0"
"District 38  - Question","46","7","15","0","2","1","10","1","3","1","3","5","2","0","1","1","1","0","0","0","3","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","1","1","0","0","77","4","19","0","0","13","6","24","2","2","1","6","0","0","2","3","4"
"District 4 - Absentee","1030","35","36","0","6","51","89","0","2","1","6","7","1","0","4","4","2","1","1","1","1","0","0","0","2","3","0","0","2","2","3","0","2","1","1","0","2","0","0","2","1","0","273","5","2","1","0","37","3","15","0","4","0","12","0","0","8","8","1"
"District 4 - Early Voting","2201","82","89","0","9","109","149","2","11","3","18","11","6","0","13","6","5","0","6","3","2","0","6","0","7","1","1","0","5","10","2","0","0","3","4","1","2","0","4","0","3","0","798","12","16","2","0","101","10","62","0","20","3","19","0","0","15","16","8"
"District 4  - Question","123","9","19","0","1","14","21","0","2","0","1","5","1","0","2","5","2","0","1","0","3","0","1","0","1","2","0","0","2","0","1","0","0","1","2","0","0","0","1","2","0","0","115","7","8","0","0","22","5","22","0","3","0","10","0","2","5","3","3"
"District 40 - Absentee","175","7","16","0","0","9","17","0","1","0","1","2","2","0","8","0","0","0","1","0","3","0","0","0","2","3","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","124","4","5","3","0","23","1","19","0","3","1","8","0","0","4","3","2"
"District 40 - Early Voting","16","1","1","0","2","1","1","0","0","0","0","2","0","0","0","0","2","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","14","1","0","0","0","0","0","1","0","0","0","1","0","0","1","0","1"
"District 40  - Question","54","2","5","1","2","2","11","0","1","0","2","3","0","0","5","0","0","0","1","0","0","0","0","0","1","0","1","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","88","3","4","4","0","10","7","19","0","2","4","11","0","0","2","2","3"
"District 5 - Absentee","1170","44","74","1","8","74","99","0","7","1","9","13","2","1","7","7","2","0","0","3","3","0","1","0","20","4","3","0","11","3","4","0","3","3","2","0","3","0","8","2","5","0","1149","4","12","1","1","153","15","106","0","16","1","34","0","2","28","14","8"
"District 5 - Early Voting","18","1","1","0","0","1","4","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","29","0","0","0","0","0","1","2","0","0","0","2","0","0","0","1","0"
"District 5  - Question","48","7","11","0","2","5","15","0","0","0","3","5","0","0","4","1","0","0","0","0","0","0","0","0","3","0","0","0","1","1","0","0","0","1","0","0","0","0","0","0","0","0","165","2","7","1","0","34","3","31","0","3","0","8","0","0","1","2","3"
"District 6 - Absentee","973","40","40","1","7","62","84","1","1","0","4","4","0","0","7","2","2","0","2","2","4","0","2","0","7","1","5","0","4","4","3","0","0","0","2","0","1","0","1","1","1","0","897","6","6","0","0","93","3","49","1","14","0","15","0","0","21","15","1"
"District 6 - Early Voting","1481","64","53","1","13","110","100","1","3","0","6","1","2","0","20","7","1","0","2","2","4","0","1","0","9","5","3","0","7","5","2","0","0","5","2","0","2","0","7","2","0","0","1793","8","6","2","0","162","15","79","1","29","0","16","0","1","14","21","1"
"District 6  - Question","64","4","3","0","0","5","9","0","2","0","0","2","0","0","1","1","0","0","1","0","1","0","0","0","0","1","1","0","2","1","0","0","0","1","0","0","0","0","3","0","0","0","172","1","2","2","0","30","2","19","0","1","1","5","0","0","1","2","0"
